"Trial.ID","Sub.ID","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","JAM.RT","Response.JOL","Response.RT.1","Responses","Response.Accuracy","Answer","Scored"
145,"w218848BM",9,"JAM Version A","SCALP","head","Study2","F",1598,"100",2147,"hair",50,"head",0
145,"w10098918_eks",9,"JAM Version A","SCALP","head","Study2","F",1156,"3",1188,"",0,"head",0
146,"w10088817_XD",9,"JAM Version A","SHEARS","scissors","Study2","F",3240,"22",1346,"",0,"scissors",0
146,"5eca602581b3801c9f178cec",9,"JAM Version A","SHEARS","scissors","Study2","F",3034,"85",1166,"",0,"scissors",0
146,"5eb5a8cb24edf10dc07e97c0",9,"JAM Version A","SHEARS","scissors","Study2","F",548,NA,13451,"scissors ",100,"scissors",1
146,"w10098918_eks",9,"JAM Version A","SHEARS","scissors","Study2","F",3623,"0",3249,"sissors",93.333333333333,"scissors",1
146,"w10103818",9,"JAM Version A","SHEARS","scissors","Study2","F",740,"6",2347,"cut",18.181818181818,"scissors",0
146,"w218848BM",9,"JAM Version A","SHEARS","scissors","Study2","F",1483,"100",3240,"scissors",100,"scissors",1
146,"w10059664CB",9,"JAM Version A","SHEARS","scissors","Study2","F",3626,"100",7196,"scissors ",100,"scissors",1
146,"w10071305_mkt",9,"JAM Version A","SHEARS","scissors","Study2","F",3103,"80",5743,"scissors",100,"scissors",1
147,"5eb5a8cb24edf10dc07e97c0",9,"JAM Version A","Shell","shake","Study2","U",23121,NA,769,"",0,"shake",0
147,"w10059664CB",9,"JAM Version A","Shell","shake","Study2","U",3247,"0",2504,"shake",100,"shake",1
147,"w10103818",9,"JAM Version A","Shell","shake","Study2","U",501,"58",3247,"high",22.222222222222,"shake",0
147,"5eca602581b3801c9f178cec",9,"JAM Version A","Shell","shake","Study2","U",3183,"32",1040,"",0,"shake",0
147,"w10088817_XD",9,"JAM Version A","Shell","shake","Study2","U",3105,"63",928,"",0,"shake",0
147,"w218848BM",9,"JAM Version A","Shell","shake","Study2","U",2322,"0",6829,"fish",44.444444444444,"shake",0
147,"w10071305_mkt",9,"JAM Version A","Shell","shake","Study2","U",1597,"0",4361,"",0,"shake",0
147,"w10098918_eks",9,"JAM Version A","Shell","shake","Study2","U",5494,"10",969,"",0,"shake",0
148,"w10059664CB",9,"JAM Version A","SHOELACE","tie","Study2","F",3024,"100",2240,"tie",100,"tie",1
148,"w10071305_mkt",9,"JAM Version A","SHOELACE","tie","Study2","F",2588,"70",5641,"tie",100,"tie",1
148,"w10088817_XD",9,"JAM Version A","SHOELACE","tie","Study2","F",2349,"100",3630,"tie",100,"tie",1
148,"w218848BM",9,"JAM Version A","SHOELACE","tie","Study2","F",3629,"100",3410,"tie",100,"tie",1
148,"5eb5a8cb24edf10dc07e97c0",9,"JAM Version A","SHOELACE","tie","Study2","F",336,NA,2765,"",0,"tie",0
148,"w10098918_eks",9,"JAM Version A","SHOELACE","tie","Study2","F",5594,"70",1309,"",0,"tie",0
148,"w10103818",9,"JAM Version A","SHOELACE","tie","Study2","F",1131,"60",2989,"shoe",28.571428571429,"tie",0
148,"5eca602581b3801c9f178cec",9,"JAM Version A","SHOELACE","tie","Study2","F",2724,"3",832,"",0,"tie",0
149,"w10088817_XD",9,"JAM Version A","SLEEP","nap","Study2","B",2318,"100",4200,"gaze",28.571428571429,"nap",0
149,"5eb5a8cb24edf10dc07e97c0",9,"JAM Version A","SLEEP","nap","Study2","B",1227,NA,3879,"nap",100,"nap",1
149,"w10059664CB",9,"JAM Version A","SLEEP","nap","Study2","B",2948,"100",3197,"drowsy",0,"nap",0
149,"w10098918_eks",9,"JAM Version A","SLEEP","nap","Study2","B",3053,"90",2582,"nap",100,"nap",1
149,"w10103818",9,"JAM Version A","SLEEP","nap","Study2","B",849,"34",3994,"nap",100,"nap",1
149,"5eca602581b3801c9f178cec",9,"JAM Version A","SLEEP","nap","Study2","B",6393,"87",981,"",0,"nap",0
149,"w10071305_mkt",9,"JAM Version A","SLEEP","nap","Study2","B",1132,"99",1938,"nap",100,"nap",1
149,"w218848BM",9,"JAM Version A","SLEEP","nap","Study2","B",2889,"100",1658,"rest",0,"nap",0
150,"w10059664CB",9,"JAM Version A","STAR","actress","Study2","B",4058,"79",6115,"celebrity",25,"actress",0
150,"w10088817_XD",9,"JAM Version A","STAR","actress","Study2","B",1794,"100",1749,"",0,"actress",0
150,"5eca602581b3801c9f178cec",9,"JAM Version A","STAR","actress","Study2","B",2839,"4",584,"",0,"actress",0
150,"w10071305_mkt",9,"JAM Version A","STAR","actress","Study2","B",1175,"9",3662,"actress",100,"actress",1
150,"w10098918_eks",9,"JAM Version A","STAR","actress","Study2","B",4493,"13",18731,"actress",100,"actress",1
150,"w10103818",9,"JAM Version A","STAR","actress","Study2","B",584,"4",6334,"ships",33.333333333333,"actress",0
150,"w218848BM",9,"JAM Version A","STAR","actress","Study2","B",1637,"100",3693,"actress",100,"actress",1
150,"5eb5a8cb24edf10dc07e97c0",9,"JAM Version A","STAR","actress","Study2","B",580,NA,7746,"space",50,"actress",0
151,"5eca602581b3801c9f178cec",9,"JAM Version A","STRETCH","cloth","Study2","U",2925,"55",1188,"",0,"cloth",0
151,"w10059664CB",9,"JAM Version A","STRETCH","cloth","Study2","U",3871,"70",2930,"clothes",83.333333333333,"cloth",1
151,"5eb5a8cb24edf10dc07e97c0",9,"JAM Version A","STRETCH","cloth","Study2","U",71417,NA,3104,"",0,"cloth",0
151,"w218848BM",9,"JAM Version A","STRETCH","cloth","Study2","U",2179,"50",4555,"clothes",83.333333333333,"cloth",1
151,"w10071305_mkt",9,"JAM Version A","STRETCH","cloth","Study2","U",1416,"90",3769,"long",44.444444444444,"cloth",0
151,"w10088817_XD",9,"JAM Version A","STRETCH","cloth","Study2","U",3659,"30",11806,"brawl",20,"cloth",0
151,"w10103818",9,"JAM Version A","STRETCH","cloth","Study2","U",1220,"50",9327,"yoga",22.222222222222,"cloth",0
151,"w10098918_eks",9,"JAM Version A","STRETCH","cloth","Study2","U",1918,"1",7225,"long",44.444444444444,"cloth",0
152,"5eb5a8cb24edf10dc07e97c0",9,"JAM Version A","SUN","tan","Study2","S",753,NA,3694,"ice",0,"tan",0
152,"w218848BM",9,"JAM Version A","SUN","tan","Study2","S",1314,"100",2624,"tan",100,"tan",1
152,"w10059664CB",9,"JAM Version A","SUN","tan","Study2","S",2857,"100",3520,"tan",100,"tan",1
152,"w10088817_XD",9,"JAM Version A","SUN","tan","Study2","S",1970,"100",5021,"hot",33.333333333333,"tan",0
152,"5eca602581b3801c9f178cec",9,"JAM Version A","SUN","tan","Study2","S",3257,"99",1179,"",0,"tan",0
152,"w10071305_mkt",9,"JAM Version A","SUN","tan","Study2","S",1022,"89",2183,"set",33.333333333333,"tan",0
152,"w10103818",9,"JAM Version A","SUN","tan","Study2","S",437,"92",2689,"moon",28.571428571429,"tan",0
152,"w10098918_eks",9,"JAM Version A","SUN","tan","Study2","S",2521,"30",3915,"tan",100,"tan",1
153,"w10059664CB",9,"JAM Version A","TANTRUM","temper","Study2","S",4378,"100",3849,"temper",100,"temper",1
153,"w10088817_XD",9,"JAM Version A","TANTRUM","temper","Study2","S",1982,"100",4863,"temper",100,"temper",1
153,"5eca602581b3801c9f178cec",9,"JAM Version A","TANTRUM","temper","Study2","S",3117,"85",3404,"child",0,"temper",0
153,"w10071305_mkt",9,"JAM Version A","TANTRUM","temper","Study2","S",2380,"90",5680,"mad",22.222222222222,"temper",0
153,"w10098918_eks",9,"JAM Version A","TANTRUM","temper","Study2","S",2012,"23",843,"",0,"temper",0
153,"w10103818",9,"JAM Version A","TANTRUM","temper","Study2","S",598,"56",2523,"cry",22.222222222222,"temper",0
153,"w218848BM",9,"JAM Version A","TANTRUM","temper","Study2","S",1731,"100",5033,"temper",100,"temper",1
153,"5eb5a8cb24edf10dc07e97c0",9,"JAM Version A","TANTRUM","temper","Study2","S",1553,NA,8066,"shout",18.181818181818,"temper",0
154,"5eca602581b3801c9f178cec",9,"JAM Version A","TEMPERATURE","morning","Study2","U",2981,"1",1249,"",0,"morning",0
154,"w10071305_mkt",9,"JAM Version A","TEMPERATURE","morning","Study2","U",2986,"2",2280,"cold",18.181818181818,"morning",0
154,"w10088817_XD",9,"JAM Version A","TEMPERATURE","morning","Study2","U",9870,"68",8013,"morning",100,"morning",1
154,"w10059664CB",9,"JAM Version A","TEMPERATURE","morning","Study2","U",2894,"0",3312,"morning",100,"morning",1
154,"5eb5a8cb24edf10dc07e97c0",9,"JAM Version A","TEMPERATURE","morning","Study2","U",996,NA,4565,"warm",18.181818181818,"morning",0
154,"w10098918_eks",9,"JAM Version A","TEMPERATURE","morning","Study2","U",4350,"2",1982,"",0,"morning",0
154,"w10103818",9,"JAM Version A","TEMPERATURE","morning","Study2","U",1079,"40",2627,"hot",20,"morning",0
154,"w218848BM",9,"JAM Version A","TEMPERATURE","morning","Study2","U",2972,"50",4515,"morning",100,"morning",1
155,"w10059664CB",9,"JAM Version A","THREAD","thimble","Study2","B",4382,"100",3936,"thimble ",100,"thimble",1
155,"w218848BM",9,"JAM Version A","THREAD","thimble","Study2","B",5960,"100",3792,"thimble",100,"thimble",1
155,"w10071305_mkt",9,"JAM Version A","THREAD","thimble","Study2","B",3124,"2",3403,"needle",30.769230769231,"thimble",0
155,"w10088817_XD",9,"JAM Version A","THREAD","thimble","Study2","B",2097,"22",2140,"",0,"thimble",0
155,"5eb5a8cb24edf10dc07e97c0",9,"JAM Version A","THREAD","thimble","Study2","B",2176,NA,123262,"needle",30.769230769231,"thimble",0
155,"5eca602581b3801c9f178cec",9,"JAM Version A","THREAD","thimble","Study2","B",3350,"54",1163,"",0,"thimble",0
155,"w10098918_eks",9,"JAM Version A","THREAD","thimble","Study2","B",3097,"1",768,"",0,"thimble",0
155,"w10103818",9,"JAM Version A","THREAD","thimble","Study2","B",915,"65",9861,"long",18.181818181818,"thimble",0
156,"w10059664CB",9,"JAM Version A","TRUTH","lie","Study2","S",7244,"109",3615,"lie",100,"lie",1
156,"5eb5a8cb24edf10dc07e97c0",9,"JAM Version A","TRUTH","lie","Study2","S",524,NA,152223,"lie",100,"lie",1
156,"5eca602581b3801c9f178cec",9,"JAM Version A","TRUTH","lie","Study2","S",3964,"100",3323,"dare",28.571428571429,"lie",0
156,"w10071305_mkt",9,"JAM Version A","TRUTH","lie","Study2","S",913,"99",1803,"lie",100,"lie",1
156,"w10088817_XD",9,"JAM Version A","TRUTH","lie","Study2","S",2418,"100",5111,"honest",22.222222222222,"lie",0
156,"w10103818",9,"JAM Version A","TRUTH","lie","Study2","S",1231,"50",2003,"lies",85.714285714286,"lie",1
156,"w218848BM",9,"JAM Version A","TRUTH","lie","Study2","S",1578,"100",1710,"lie",100,"lie",1
156,"w10098918_eks",9,"JAM Version A","TRUTH","lie","Study2","S",4309,"68",6659,"",0,"lie",0
157,"5eca602581b3801c9f178cec",9,"JAM Version A","TURN","flip","Study2","B",2754,"1",920,"",0,"flip",0
157,"w10088817_XD",9,"JAM Version A","TURN","flip","Study2","B",5048,"89",1237,"",0,"flip",0
157,"w10103818",9,"JAM Version A","TURN","flip","Study2","B",861,"50",5563,"stay",0,"flip",0
157,"w218848BM",9,"JAM Version A","TURN","flip","Study2","B",2275,"50",4180,"flip",100,"flip",1
157,"w10059664CB",9,"JAM Version A","TURN","flip","Study2","B",2616,"100",3360,"around",0,"flip",0
157,"w10098918_eks",9,"JAM Version A","TURN","flip","Study2","B",3342,"34",5287,"twist",22.222222222222,"flip",0
157,"w10071305_mkt",9,"JAM Version A","TURN","flip","Study2","B",1120,"99",4763,"flip",100,"flip",1
157,"5eb5a8cb24edf10dc07e97c0",9,"JAM Version A","TURN","flip","Study2","B",51912,NA,1655,"",0,"flip",0
158,"w10103818",9,"JAM Version A","VEHICLE","charm","Study2","U",496,"59",1802,"car",75,"charm",1
158,"w10088817_XD",9,"JAM Version A","VEHICLE","charm","Study2","U",2591,"15",1457,"",0,"charm",0
158,"w10098918_eks",9,"JAM Version A","VEHICLE","charm","Study2","U",2866,"1",3046,"car",75,"charm",1
158,"w10071305_mkt",9,"JAM Version A","VEHICLE","charm","Study2","U",4131,"55",2027,"car",75,"charm",1
158,"w218848BM",9,"JAM Version A","VEHICLE","charm","Study2","U",1463,"0",1997,"car",75,"charm",1
158,"w10059664CB",9,"JAM Version A","VEHICLE","charm","Study2","U",2699,"0",3151,"car",75,"charm",1
158,"5eca602581b3801c9f178cec",9,"JAM Version A","VEHICLE","charm","Study2","U",2718,"1",2282,"",0,"charm",0
158,"5eb5a8cb24edf10dc07e97c0",9,"JAM Version A","VEHICLE","charm","Study2","U",7441,NA,3811,"drive",20,"charm",0
159,"w10098918_eks",9,"JAM Version A","WATER","drink","Study2","S",5755,"90",2896,"drink",100,"drink",1
159,"w10103818",9,"JAM Version A","WATER","drink","Study2","S",492,"34",3941,"drink",100,"drink",1
159,"w10071305_mkt",9,"JAM Version A","WATER","drink","Study2","S",3136,"100",3038,"drink",100,"drink",1
159,"5eca602581b3801c9f178cec",9,"JAM Version A","WATER","drink","Study2","S",3007,"75",1198,"",0,"drink",0
159,"w10088817_XD",9,"JAM Version A","WATER","drink","Study2","S",4093,"100",2927,"wet",0,"drink",0
159,"w218848BM",9,"JAM Version A","WATER","drink","Study2","S",1508,"100",4803,"hose",0,"drink",0
159,"w10059664CB",9,"JAM Version A","WATER","drink","Study2","S",2470,"100",4347,"bath",0,"drink",0
159,"5eb5a8cb24edf10dc07e97c0",9,"JAM Version A","WATER","drink","Study2","S",726,NA,41744,"",0,"drink",0
160,"w10088817_XD",9,"JAM Version A","WRIST","bracelet","Study2","S",2508,"100",1546,"",0,"bracelet",0
160,"w10098918_eks",9,"JAM Version A","WRIST","bracelet","Study2","S",6592,"30",3452,"bracelt",93.333333333333,"bracelet",1
160,"w10059664CB",9,"JAM Version A","WRIST","bracelet","Study2","S",3524,"90",3892,"bracelet ",100,"bracelet",1
160,"w10103818",9,"JAM Version A","WRIST","bracelet","Study2","S",453,"45",4042,"hand",16.666666666667,"bracelet",0
160,"w10071305_mkt",9,"JAM Version A","WRIST","bracelet","Study2","S",4788,"55",4116,"bracelet",100,"bracelet",1
160,"5eb5a8cb24edf10dc07e97c0",9,"JAM Version A","WRIST","bracelet","Study2","S",1119,NA,7814,"bracelet",100,"bracelet",1
160,"5eca602581b3801c9f178cec",9,"JAM Version A","WRIST","bracelet","Study2","S",3157,"77",1088,"",0,"bracelet",0
160,"w218848BM",9,"JAM Version A","WRIST","bracelet","Study2","S",3292,"100",4838,"watch",30.769230769231,"bracelet",0
1,"5be94f66a169160001dafb9d",10,"JAM Version B","ALLOW","tuck","Study1","U",7726,"0",12337,"",0,"tuck",0
1,"w10069845",10,"JAM Version B","ALLOW","tuck","Study1","U",2219,"0",2525,"",0,"tuck",0
1,"w10030825FS",10,"JAM Version B","ALLOW","tuck","Study1","U",1914,"0",2209,"let",28.571428571429,"tuck",0
1,"w997000jy",10,"JAM Version B","ALLOW","tuck","Study1","U",2551,"30",5074,"to ",33.333333333333,"tuck",0
1,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","ALLOW","tuck","Study1","U",5110,"0",2783,"let",28.571428571429,"tuck",0
1,"w10011881_dnd",10,"JAM Version B","ALLOW","tuck","Study1","U",4544,"10",9498,"free",0,"tuck",0
2,"w10069845",10,"JAM Version B","ARCHITECTURE","design","Study1","S",2941,"70",2188,"design",100,"design",1
2,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","ARCHITECTURE","design","Study1","S",3586,"60",2601,"design",100,"design",1
2,"w997000jy",10,"JAM Version B","ARCHITECTURE","design","Study1","S",1316,"13",2310,"design ",100,"design",1
2,"5be94f66a169160001dafb9d",10,"JAM Version B","ARCHITECTURE","design","Study1","S",14501,"70",11709,"design",100,"design",1
2,"w10030825FS",10,"JAM Version B","ARCHITECTURE","design","Study1","S",3176,"34",3185,"build",18.181818181818,"design",0
2,"w10011881_dnd",10,"JAM Version B","ARCHITECTURE","design","Study1","S",5440,"60",4566,"design",100,"design",1
3,"w997000jy",10,"JAM Version B","ART","lion","Study1","U",1401,"312",3119,"gallery ",18.181818181818,"lion",0
3,"w10069845",10,"JAM Version B","ART","lion","Study1","U",5522,"30",2793,"class",22.222222222222,"lion",0
3,"5be94f66a169160001dafb9d",10,"JAM Version B","ART","lion","Study1","U",18582,"0",5567,"lion",100,"lion",1
3,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","ART","lion","Study1","U",3790,"0",3372,"paint",44.444444444444,"lion",0
3,"w10011881_dnd",10,"JAM Version B","ART","lion","Study1","U",4867,"30",2385,"work",25,"lion",0
3,"w10030825FS",10,"JAM Version B","ART","lion","Study1","U",1725,"0",1738,"lion",100,"lion",1
4,"w10030825FS",10,"JAM Version B","ARTERY","bronze","Study1","U",3371,"30",1074,"",0,"bronze",0
4,"5be94f66a169160001dafb9d",10,"JAM Version B","ARTERY","bronze","Study1","U",17439,"0",1695,"",0,"bronze",0
4,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","ARTERY","bronze","Study1","U",2874,"0",2741,"heart",18.181818181818,"bronze",0
4,"w10011881_dnd",10,"JAM Version B","ARTERY","bronze","Study1","U",6695,"10",10243,"bronze",100,"bronze",1
4,"w997000jy",10,"JAM Version B","ARTERY","bronze","Study1","U",1182,"47",4159,"tear ",20,"bronze",0
4,"w10069845",10,"JAM Version B","ARTERY","bronze","Study1","U",4960,"0",2679,"",0,"bronze",0
5,"w10011881_dnd",10,"JAM Version B","BABY","child","Study1","S",2634,"100",4759,"child",100,"child",1
5,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","BABY","child","Study1","S",3133,"30",2929,"child ",100,"child",1
5,"w10030825FS",10,"JAM Version B","BABY","child","Study1","S",3536,"70",2678,"child",100,"child",1
5,"5be94f66a169160001dafb9d",10,"JAM Version B","BABY","child","Study1","S",14018,"60",12031,"chilld",90.909090909091,"child",1
5,"w997000jy",10,"JAM Version B","BABY","child","Study1","S",1830,"100",4365,"grown up",0,"child",0
5,"w10069845",10,"JAM Version B","BABY","child","Study1","S",1773,"100",3297,"children",76.923076923077,"child",0
6,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","BALL","racket","Study1","B",7902,"20",3794,"racket",100,"racket",1
6,"5be94f66a169160001dafb9d",10,"JAM Version B","BALL","racket","Study1","B",28769,"33",11375,"racket",100,"racket",1
6,"w997000jy",10,"JAM Version B","BALL","racket","Study1","B",2755,"74",6001,"basket ",66.666666666667,"racket",0
6,"w10069845",10,"JAM Version B","BALL","racket","Study1","B",2033,"80",7089,"game",40,"racket",0
6,"w10011881_dnd",10,"JAM Version B","BALL","racket","Study1","B",3809,"30",4338,"joint",18.181818181818,"racket",0
6,"w10030825FS",10,"JAM Version B","BALL","racket","Study1","B",3452,"1",2941,"catcher",30.769230769231,"racket",0
7,"5be94f66a169160001dafb9d",10,"JAM Version B","BATHROOM","toilet","Study1","S",14583,"70",9323,"toilet",100,"toilet",1
7,"w10030825FS",10,"JAM Version B","BATHROOM","toilet","Study1","S",3283,"60",2360,"toilet",100,"toilet",1
7,"w10069845",10,"JAM Version B","BATHROOM","toilet","Study1","S",2044,"100",1995,"toilet",100,"toilet",1
7,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","BATHROOM","toilet","Study1","S",3521,"90",2659,"toilet ",100,"toilet",1
7,"w10011881_dnd",10,"JAM Version B","BATHROOM","toilet","Study1","S",4068,"90",3883,"toilet",100,"toilet",1
7,"w997000jy",10,"JAM Version B","BATHROOM","toilet","Study1","S",897,"91",2683,"toilet ",100,"toilet",1
8,"w10011881_dnd",10,"JAM Version B","BEGIN","end","Study1","S",6722,"100",1921,"end",100,"end",1
8,"w10030825FS",10,"JAM Version B","BEGIN","end","Study1","S",2094,"100",1267,"end",100,"end",1
8,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","BEGIN","end","Study1","S",4216,"30",1968,"end",100,"end",1
8,"5be94f66a169160001dafb9d",10,"JAM Version B","BEGIN","end","Study1","S",10450,"70",3037,"end",100,"end",1
8,"w997000jy",10,"JAM Version B","BEGIN","end","Study1","S",794,"92",3786,"begun ",50,"end",0
8,"w10069845",10,"JAM Version B","BEGIN","end","Study1","S",13438,"100",1751,"end",100,"end",1
9,"5be94f66a169160001dafb9d",10,"JAM Version B","BITTER","cold","Study1","F",5596,"50",16484,"cold",100,"cold",1
9,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","BITTER","cold","Study1","F",4459,"15",2397,"lemon",22.222222222222,"cold",0
9,"w10069845",10,"JAM Version B","BITTER","cold","Study1","F",2354,"70",2580,"sweet",0,"cold",0
9,"w997000jy",10,"JAM Version B","BITTER","cold","Study1","F",1155,"18",2324,"sad ",28.571428571429,"cold",0
9,"w10030825FS",10,"JAM Version B","BITTER","cold","Study1","F",2949,"0",2602,"sweet",0,"cold",0
9,"w10011881_dnd",10,"JAM Version B","BITTER","cold","Study1","F",4989,"65",2676,"sweet",0,"cold",0
10,"w10030825FS",10,"JAM Version B","BLOW","wind","Study1","S",2752,"20",944,"",0,"wind",0
10,"5be94f66a169160001dafb9d",10,"JAM Version B","BLOW","wind","Study1","S",12474,"45",11533,"",0,"wind",0
10,"w10011881_dnd",10,"JAM Version B","BLOW","wind","Study1","S",2671,"90",2944,"pop",0,"wind",0
10,"w10069845",10,"JAM Version B","BLOW","wind","Study1","S",2810,"70",2612,"away",25,"wind",0
10,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","BLOW","wind","Study1","S",5101,"20",4050,"bubble",0,"wind",0
10,"w997000jy",10,"JAM Version B","BLOW","wind","Study1","S",969,"32",2149,"away ",25,"wind",0
11,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","BRIDGE","water","Study1","F",4315,"25",2640,"water",100,"water",1
11,"5be94f66a169160001dafb9d",10,"JAM Version B","BRIDGE","water","Study1","F",20414,"80",22186,"",0,"water",0
11,"w997000jy",10,"JAM Version B","BRIDGE","water","Study1","F",1090,"84",6013,"far ",50,"water",0
11,"w10011881_dnd",10,"JAM Version B","BRIDGE","water","Study1","F",4157,"60",2695,"water",100,"water",1
11,"w10069845",10,"JAM Version B","BRIDGE","water","Study1","F",3266,"40",1717,"water",100,"water",1
11,"w10030825FS",10,"JAM Version B","BRIDGE","water","Study1","F",4407,"89",1815,"water",100,"water",1
12,"5be94f66a169160001dafb9d",10,"JAM Version B","BUG","wasp","Study1","B",14648,"20",8311,"",0,"wasp",0
12,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","BUG","wasp","Study1","B",4273,"35",2934,"wasp",100,"wasp",1
12,"w10030825FS",10,"JAM Version B","BUG","wasp","Study1","B",3143,"10",1988,"wasp",100,"wasp",1
12,"w10069845",10,"JAM Version B","BUG","wasp","Study1","B",2578,"80",2693,"wasp",100,"wasp",1
12,"w997000jy",10,"JAM Version B","BUG","wasp","Study1","B",2186,"76",2351,"insect ",20,"wasp",0
12,"w10011881_dnd",10,"JAM Version B","BUG","wasp","Study1","B",6482,"50",5028,"wasp",100,"wasp",1
13,"w10011881_dnd",10,"JAM Version B","CASH","would","Study1","U",3247,"2",3727,"card",22.222222222222,"would",0
13,"w10030825FS",10,"JAM Version B","CASH","would","Study1","U",3679,"0",2458,"money",20,"would",0
13,"5be94f66a169160001dafb9d",10,"JAM Version B","CASH","would","Study1","U",9484,"0",3185,"",0,"would",0
13,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","CASH","would","Study1","U",6401,"0",3287,"machine",0,"would",0
13,"w10069845",10,"JAM Version B","CASH","would","Study1","U",1737,"0",3294,"money",20,"would",0
13,"w997000jy",10,"JAM Version B","CASH","would","Study1","U",40492,"43",3072,"money ",20,"would",0
14,"5be94f66a169160001dafb9d",10,"JAM Version B","CHISEL","hammer","Study1","F",19360,"30",26910,"tool",0,"hammer",0
14,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","CHISEL","hammer","Study1","F",5858,"20",2867,"",0,"hammer",0
14,"w10069845",10,"JAM Version B","CHISEL","hammer","Study1","F",2849,"30",1944,"hammer",100,"hammer",1
14,"w997000jy",10,"JAM Version B","CHISEL","hammer","Study1","F",1373,"84",3444,"chimney ",46.153846153846,"hammer",0
14,"w10011881_dnd",10,"JAM Version B","CHISEL","hammer","Study1","F",4358,"40",6532,"hammer",100,"hammer",1
14,"w10030825FS",10,"JAM Version B","CHISEL","hammer","Study1","F",2463,"2",2339,"hammer",100,"hammer",1
15,"w10030825FS",10,"JAM Version B","CIRCLE","round","Study1","S",4178,"90",1577,"round",100,"round",1
15,"5be94f66a169160001dafb9d",10,"JAM Version B","CIRCLE","round","Study1","S",9159,"70",7732,"round",100,"round",1
15,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","CIRCLE","round","Study1","S",4801,"40",2304,"round",100,"round",1
15,"w10011881_dnd",10,"JAM Version B","CIRCLE","round","Study1","S",6062,"99",7139,"round",100,"round",1
15,"w10069845",10,"JAM Version B","CIRCLE","round","Study1","S",2103,"70",2379,"round",100,"round",1
15,"w997000jy",10,"JAM Version B","CIRCLE","round","Study1","S",1001,"48",2189,"round ",100,"round",1
16,"w10011881_dnd",10,"JAM Version B","CLOTHES","attire","Study1","B",3667,"50",10911,"own",0,"attire",0
16,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","CLOTHES","attire","Study1","B",3975,"15",2970,"wear",20,"attire",0
16,"w10030825FS",10,"JAM Version B","CLOTHES","attire","Study1","B",3086,"70",2472,"attire",100,"attire",1
16,"5be94f66a169160001dafb9d",10,"JAM Version B","CLOTHES","attire","Study1","B",28970,"60",23933,"attire",100,"attire",1
16,"w997000jy",10,"JAM Version B","CLOTHES","attire","Study1","B",1738,"93",5790,"wardrobe ",42.857142857143,"attire",0
16,"w10069845",10,"JAM Version B","CLOTHES","attire","Study1","B",2725,"70",1909,"attire",100,"attire",1
17,"5be94f66a169160001dafb9d",10,"JAM Version B","CREDIT","card","Study1","F",11176,"75",10375,"card",100,"card",1
17,"w10069845",10,"JAM Version B","CREDIT","card","Study1","F",2618,"100",1558,"card",100,"card",1
17,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","CREDIT","card","Study1","F",4382,"70",3726,"card",100,"card",1
17,"w10030825FS",10,"JAM Version B","CREDIT","card","Study1","F",2320,"100",1524,"card",100,"card",1
17,"w997000jy",10,"JAM Version B","CREDIT","card","Study1","F",3452,"48",2450,"union ",0,"card",0
17,"w10011881_dnd",10,"JAM Version B","CREDIT","card","Study1","F",3361,"90",2662,"card",100,"card",1
18,"w10030825FS",10,"JAM Version B","DARK","cave","Study1","B",3936,"30",5242,"light",0,"cave",0
18,"w10011881_dnd",10,"JAM Version B","DARK","cave","Study1","B",7072,"90",2918,"cave",100,"cave",1
18,"5be94f66a169160001dafb9d",10,"JAM Version B","DARK","cave","Study1","B",14287,"18",5853,"cave",100,"cave",1
18,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","DARK","cave","Study1","B",2903,"5",2648,"night ",0,"cave",0
18,"w10069845",10,"JAM Version B","DARK","cave","Study1","B",2909,"70",2146,"cave",100,"cave",1
18,"w997000jy",10,"JAM Version B","DARK","cave","Study1","B",918,"32",3781,"day ",28.571428571429,"cave",0
19,"5f4ea8b0601efe0debb21dc6",10,"JAM Version B","DEATH","business","Study1","U",2537,"2",7050,"coffin ",28.571428571429,"business",0
19,"5be94f66a169160001dafb9d",10,"JAM Version B","DEATH","business","Study1","U",5290,"15",14901,"",0,"business",0
19,"w997000jy",10,"JAM Version B","DEATH","business","Study1","U",1155,"62",2355,"wish ",33.333333333333,"business",0
