"Trial.ID","Sub.ID","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Study.RT","Response.RT.1","Responses","Response.Accuracy","Answer","Scored"
114,"w10022439_mlr",1,"Read Version A","FURRY","dog","Study2","F",826,1930,"dog",100,"dog",1
114,"w980000_lf",1,"Read Version A","FURRY","dog","Study2","F",2212,1882,"dog",100,"dog",1
114,"10097621LS",1,"Read Version A","FURRY","dog","Study2","F",396,5523,"bunny",0,"dog",0
114,"w10096966",1,"Read Version A","FURRY","dog","Study2","F",1588,1792,"",0,"dog",0
114,"W10106164HPR",1,"Read Version A","FURRY","dog","Study2","F",950,2755,"dog",100,"dog",1
114,"5f26ad14db44f940a40c86dd",1,"Read Version A","FURRY","dog","Study2","F",1349,3440,"dog",100,"dog",1
114,"5d0a90bb7c5110001acaa336",1,"Read Version A","FURRY","dog","Study2","F",3061,6994,"anger",25,"dog",0
115,"w10076541_mim",1,"Read Version A","FUZZY","bang","Study2","U",554,4906,"",0,"bang",0
115,"W10106164HPR",1,"Read Version A","FUZZY","bang","Study2","U",903,3919,"dog",28.571428571429,"bang",0
115,"w10096966",1,"Read Version A","FUZZY","bang","Study2","U",1644,2710,"",0,"bang",0
115,"5f26ad14db44f940a40c86dd",1,"Read Version A","FUZZY","bang","Study2","U",3566,7864,"bang",100,"bang",1
115,"w980000_lf",1,"Read Version A","FUZZY","bang","Study2","U",2405,2738,"bangs",88.888888888889,"bang",1
115,"w10067789_JT",1,"Read Version A","FUZZY","bang","Study2","U",3173,3094,"dog",28.571428571429,"bang",0
115,"w10030757JP",1,"Read Version A","FUZZY","bang","Study2","U",689,1625,"",0,"bang",0
115,"w10022439_mlr",1,"Read Version A","FUZZY","bang","Study2","U",860,2626,"dog",28.571428571429,"bang",0
115,"5d0a90bb7c5110001acaa336",1,"Read Version A","FUZZY","bang","Study2","U",6348,4744,"",0,"bang",0
115,"10097621LS",1,"Read Version A","FUZZY","bang","Study2","U",111,3616,"bunny",44.444444444444,"bang",0
116,"w10076541_mim",1,"Read Version A","GIVE","steak","Study2","U",392,6978,"out",25,"steak",0
116,"w10067789_JT",1,"Read Version A","GIVE","steak","Study2","U",3403,3052,"",0,"steak",0
116,"w10096966",1,"Read Version A","GIVE","steak","Study2","U",1563,4175,"",0,"steak",0
116,"W10106164HPR",1,"Read Version A","GIVE","steak","Study2","U",1371,3053,"take",66.666666666667,"steak",0
116,"5d0a90bb7c5110001acaa336",1,"Read Version A","GIVE","steak","Study2","U",2168,3715,"take",66.666666666667,"steak",0
116,"w10030757JP",1,"Read Version A","GIVE","steak","Study2","U",872,1691,"take",66.666666666667,"steak",0
116,"5f26ad14db44f940a40c86dd",1,"Read Version A","GIVE","steak","Study2","U",1807,8370,"away",22.222222222222,"steak",0
116,"w980000_lf",1,"Read Version A","GIVE","steak","Study2","U",2761,2425,"take",66.666666666667,"steak",0
116,"w10022439_mlr",1,"Read Version A","GIVE","steak","Study2","U",809,690,"",0,"steak",0
116,"10097621LS",1,"Read Version A","GIVE","steak","Study2","U",254,1472,"take",66.666666666667,"steak",0
117,"w10096966",1,"Read Version A","GLASS","breakable","Study2","B",3227,6768,"fragile",50,"breakable",0
117,"10097621LS",1,"Read Version A","GLASS","breakable","Study2","B",164,6042,"break",71.428571428571,"breakable",0
117,"w980000_lf",1,"Read Version A","GLASS","breakable","Study2","B",3269,4605,"shatter",25,"breakable",0
117,"w10067789_JT",1,"Read Version A","GLASS","breakable","Study2","B",1630,1858,"",0,"breakable",0
117,"W10106164HPR",1,"Read Version A","GLASS","breakable","Study2","B",1255,3262,"house",14.285714285714,"breakable",0
117,"w10076541_mim",1,"Read Version A","GLASS","breakable","Study2","B",122160,5511,"break",71.428571428571,"breakable",0
117,"w10022439_mlr",1,"Read Version A","GLASS","breakable","Study2","B",782,855,"",0,"breakable",0
117,"w10030757JP",1,"Read Version A","GLASS","breakable","Study2","B",2273,2554,"breakable",100,"breakable",1
117,"5d0a90bb7c5110001acaa336",1,"Read Version A","GLASS","breakable","Study2","B",2344,4516,"breakable",100,"breakable",1
117,"5f26ad14db44f940a40c86dd",1,"Read Version A","GLASS","breakable","Study2","B",14658,7197,"breakable",100,"breakable",1
118,"10097621LS",1,"Read Version A","GONE","away","Study2","S",280,2694,"wind",25,"away",0
118,"w10067789_JT",1,"Read Version A","GONE","away","Study2","S",2120,3216,"",0,"away",0
118,"W10106164HPR",1,"Read Version A","GONE","away","Study2","S",1179,3870,"here",0,"away",0
118,"w10022439_mlr",1,"Read Version A","GONE","away","Study2","S",855,930,"",0,"away",0
118,"w10096966",1,"Read Version A","GONE","away","Study2","S",883,3332,"",0,"away",0
118,"5d0a90bb7c5110001acaa336",1,"Read Version A","GONE","away","Study2","S",2598,6242,"",0,"away",0
118,"w980000_lf",1,"Read Version A","GONE","away","Study2","S",7553,4869,"leave",22.222222222222,"away",0
118,"w10076541_mim",1,"Read Version A","GONE","away","Study2","S",452,4661,"away",100,"away",1
118,"w10030757JP",1,"Read Version A","GONE","away","Study2","S",1192,798,"",0,"away",0
118,"5f26ad14db44f940a40c86dd",1,"Read Version A","GONE","away","Study2","S",6722,4223,"away",100,"away",1
119,"w10096966",1,"Read Version A","HONEST","truthful","Study2","B",1437,6176,"",0,"truthful",0
119,"5d0a90bb7c5110001acaa336",1,"Read Version A","HONEST","truthful","Study2","B",5924,10539,"truthful",100,"truthful",1
119,"w10076541_mim",1,"Read Version A","HONEST","truthful","Study2","B",365,1881,"",0,"truthful",0
119,"w10067789_JT",1,"Read Version A","HONEST","truthful","Study2","B",3315,6690,"truth",76.923076923077,"truthful",0
119,"W10106164HPR",1,"Read Version A","HONEST","truthful","Study2","B",2351,5270,"good",0,"truthful",0
119,"w10030757JP",1,"Read Version A","HONEST","truthful","Study2","B",3853,1020,"",0,"truthful",0
119,"w980000_lf",1,"Read Version A","HONEST","truthful","Study2","B",2394,2929,"truth",76.923076923077,"truthful",0
119,"w10022439_mlr",1,"Read Version A","HONEST","truthful","Study2","B",891,913,"",0,"truthful",0
119,"10097621LS",1,"Read Version A","HONEST","truthful","Study2","B",321,3325,"liar",16.666666666667,"truthful",0
119,"5f26ad14db44f940a40c86dd",1,"Read Version A","HONEST","truthful","Study2","B",1400,4571,"",0,"truthful",0
120,"W10106164HPR",1,"Read Version A","INCENSE","smell","Study2","F",1127,5122,"smell",100,"smell",1
120,"5d0a90bb7c5110001acaa336",1,"Read Version A","INCENSE","smell","Study2","F",3486,2006,"smell",100,"smell",1
120,"w10067789_JT",1,"Read Version A","INCENSE","smell","Study2","F",2026,2715,"smell",100,"smell",1
120,"w10096966",1,"Read Version A","INCENSE","smell","Study2","F",2986,1356,"",0,"smell",0
120,"w10030757JP",1,"Read Version A","INCENSE","smell","Study2","F",1855,786,"",0,"smell",0
120,"w980000_lf",1,"Read Version A","INCENSE","smell","Study2","F",2090,9458,"candle",18.181818181818,"smell",0
120,"5f26ad14db44f940a40c86dd",1,"Read Version A","INCENSE","smell","Study2","F",2192,2143,"",0,"smell",0
120,"w10076541_mim",1,"Read Version A","INCENSE","smell","Study2","F",390,4912,"smell",100,"smell",1
120,"10097621LS",1,"Read Version A","INCENSE","smell","Study2","F",162,2498,"smell",100,"smell",1
120,"w10022439_mlr",1,"Read Version A","INCENSE","smell","Study2","F",878,2318,"smell",100,"smell",1
121,"10097621LS",1,"Read Version A","JUSTICE","maroon","Study2","U",846,3562,"served ",16.666666666667,"maroon",0
121,"W10106164HPR",1,"Read Version A","JUSTICE","maroon","Study2","U",2018,3773,"police",16.666666666667,"maroon",0
121,"w10096966",1,"Read Version A","JUSTICE","maroon","Study2","U",1275,3694,"",0,"maroon",0
121,"w10067789_JT",1,"Read Version A","JUSTICE","maroon","Study2","U",2173,2398,"",0,"maroon",0
121,"5d0a90bb7c5110001acaa336",1,"Read Version A","JUSTICE","maroon","Study2","U",3380,6184,"lawyer",33.333333333333,"maroon",0
121,"w10030757JP",1,"Read Version A","JUSTICE","maroon","Study2","U",973,1140,"",0,"maroon",0
121,"w10076541_mim",1,"Read Version A","JUSTICE","maroon","Study2","U",370,2798,"",0,"maroon",0
121,"w10022439_mlr",1,"Read Version A","JUSTICE","maroon","Study2","U",847,817,"",0,"maroon",0
121,"w980000_lf",1,"Read Version A","JUSTICE","maroon","Study2","U",4816,8746,"peace",18.181818181818,"maroon",0
121,"5f26ad14db44f940a40c86dd",1,"Read Version A","JUSTICE","maroon","Study2","U",14228,9394,"police",16.666666666667,"maroon",0
122,"10097621LS",1,"Read Version A","KEYS","joke","Study2","U",407,2615,"rings",0,"joke",0
122,"w980000_lf",1,"Read Version A","KEYS","joke","Study2","U",2896,2157,"joke",100,"joke",1
122,"w10067789_JT",1,"Read Version A","KEYS","joke","Study2","U",1898,3963,"",0,"joke",0
122,"5d0a90bb7c5110001acaa336",1,"Read Version A","KEYS","joke","Study2","U",5887,4158,"",0,"joke",0
122,"w10076541_mim",1,"Read Version A","KEYS","joke","Study2","U",561,4136,"car",0,"joke",0
122,"w10022439_mlr",1,"Read Version A","KEYS","joke","Study2","U",765,966,"",0,"joke",0
122,"W10106164HPR",1,"Read Version A","KEYS","joke","Study2","U",777,2194,"home",50,"joke",1
122,"w10030757JP",1,"Read Version A","KEYS","joke","Study2","U",1154,1868,"car",0,"joke",0
122,"5f26ad14db44f940a40c86dd",1,"Read Version A","KEYS","joke","Study2","U",1864,7109,"",0,"joke",0
122,"w10096966",1,"Read Version A","KEYS","joke","Study2","U",2684,4016,"",0,"joke",0
123,"w10076541_mim",1,"Read Version A","LEASE","toil","Study2","U",934,7391,"",0,"toil",0
123,"w10067789_JT",1,"Read Version A","LEASE","toil","Study2","U",8453,1586,"",0,"toil",0
123,"10097621LS",1,"Read Version A","LEASE","toil","Study2","U",166,1921,"life",25,"toil",0
123,"W10106164HPR",1,"Read Version A","LEASE","toil","Study2","U",1549,40946,"home",25,"toil",0
123,"5d0a90bb7c5110001acaa336",1,"Read Version A","LEASE","toil","Study2","U",5151,3207,"toil",100,"toil",1
123,"5f26ad14db44f940a40c86dd",1,"Read Version A","LEASE","toil","Study2","U",1258,1345,"",0,"toil",0
123,"w10030757JP",1,"Read Version A","LEASE","toil","Study2","U",1751,1287,"",0,"toil",0
123,"w10096966",1,"Read Version A","LEASE","toil","Study2","U",1629,1276,"",0,"toil",0
123,"w980000_lf",1,"Read Version A","LEASE","toil","Study2","U",2289,4228,"sign",25,"toil",0
123,"w10022439_mlr",1,"Read Version A","LEASE","toil","Study2","U",785,1125,"",0,"toil",0
124,"w10030757JP",1,"Read Version A","LISTEN","fiction","Study2","U",1024,683,"",0,"fiction",0
124,"10097621LS",1,"Read Version A","LISTEN","fiction","Study2","U",170,2075,"learn",16.666666666667,"fiction",0
124,"w10096966",1,"Read Version A","LISTEN","fiction","Study2","U",1515,3393,"",0,"fiction",0
124,"5d0a90bb7c5110001acaa336",1,"Read Version A","LISTEN","fiction","Study2","U",3971,11758,"talk",18.181818181818,"fiction",0
124,"w10076541_mim",1,"Read Version A","LISTEN","fiction","Study2","U",368,4193,"hear",0,"fiction",0
124,"w10067789_JT",1,"Read Version A","LISTEN","fiction","Study2","U",4074,1946,"",0,"fiction",0
124,"W10106164HPR",1,"Read Version A","LISTEN","fiction","Study2","U",1158,4485,"hear",0,"fiction",0
124,"w980000_lf",1,"Read Version A","LISTEN","fiction","Study2","U",1779,1868,"hear",0,"fiction",0
124,"5f26ad14db44f940a40c86dd",1,"Read Version A","LISTEN","fiction","Study2","U",2974,7894,"",0,"fiction",0
124,"w10022439_mlr",1,"Read Version A","LISTEN","fiction","Study2","U",842,771,"",0,"fiction",0
125,"w10096966",1,"Read Version A","LITTER","trash","Study2","F",1630,4550,"trash",100,"trash",1
125,"w10067789_JT",1,"Read Version A","LITTER","trash","Study2","F",2419,4903,"trash",100,"trash",1
125,"10097621LS",1,"Read Version A","LITTER","trash","Study2","F",284,4495,"junk",0,"trash",0
125,"w980000_lf",1,"Read Version A","LITTER","trash","Study2","F",1833,2494,"trash",100,"trash",1
125,"5f26ad14db44f940a40c86dd",1,"Read Version A","LITTER","trash","Study2","F",3143,9847,"trash",100,"trash",1
125,"w10076541_mim",1,"Read Version A","LITTER","trash","Study2","F",429,9374,"trash",100,"trash",1
125,"W10106164HPR",1,"Read Version A","LITTER","trash","Study2","F",1068,3839,"trash",100,"trash",1
125,"w10022439_mlr",1,"Read Version A","LITTER","trash","Study2","F",947,2393,"trash",100,"trash",1
125,"w10030757JP",1,"Read Version A","LITTER","trash","Study2","F",1238,1807,"trash",100,"trash",1
125,"5d0a90bb7c5110001acaa336",1,"Read Version A","LITTER","trash","Study2","F",2552,2174,"trash",100,"trash",1
126,"W10106164HPR",1,"Read Version A","LOAN","sign","Study2","U",873,3114,"money",22.222222222222,"sign",0
126,"10097621LS",1,"Read Version A","LOAN","sign","Study2","U",242,4820,"money",22.222222222222,"sign",0
126,"w10096966",1,"Read Version A","LOAN","sign","Study2","U",2288,1912,"",0,"sign",0
126,"5f26ad14db44f940a40c86dd",1,"Read Version A","LOAN","sign","Study2","U",4752,11543,"money",22.222222222222,"sign",0
126,"w10076541_mim",1,"Read Version A","LOAN","sign","Study2","U",675,21326,"money",22.222222222222,"sign",0
126,"w10067789_JT",1,"Read Version A","LOAN","sign","Study2","U",3068,1292,"",0,"sign",0
126,"w980000_lf",1,"Read Version A","LOAN","sign","Study2","U",1868,6144,"form",0,"sign",0
126,"w10022439_mlr",1,"Read Version A","LOAN","sign","Study2","U",807,2067,"sign",100,"sign",1
126,"w10030757JP",1,"Read Version A","LOAN","sign","Study2","U",477,3431,"money",22.222222222222,"sign",0
126,"5d0a90bb7c5110001acaa336",1,"Read Version A","LOAN","sign","Study2","U",4225,10805,"toil",25,"sign",0
127,"w10076541_mim",1,"Read Version A","LOUD","noise","Study2","S",1767,6676,"noise",100,"noise",1
127,"w10096966",1,"Read Version A","LOUD","noise","Study2","S",1205,3784,"noise",100,"noise",1
127,"W10106164HPR",1,"Read Version A","LOUD","noise","Study2","S",882,4412,"silent",36.363636363636,"noise",0
127,"5f26ad14db44f940a40c86dd",1,"Read Version A","LOUD","noise","Study2","S",14170,6717,"noise",100,"noise",1
127,"w980000_lf",1,"Read Version A","LOUD","noise","Study2","S",2317,2014,"noise",100,"noise",1
127,"5d0a90bb7c5110001acaa336",1,"Read Version A","LOUD","noise","Study2","S",2806,2986,"noise",100,"noise",1
127,"w10030757JP",1,"Read Version A","LOUD","noise","Study2","S",3832,872,"",0,"noise",0
127,"10097621LS",1,"Read Version A","LOUD","noise","Study2","S",167,3220,"silent ",36.363636363636,"noise",0
127,"w10022439_mlr",1,"Read Version A","LOUD","noise","Study2","S",708,928,"",0,"noise",0
127,"w10067789_JT",1,"Read Version A","LOUD","noise","Study2","S",2273,3472,"noise",100,"noise",1
128,"w10096966",1,"Read Version A","MAIN","scar","Study2","U",1384,1575,"",0,"scar",0
128,"5f26ad14db44f940a40c86dd",1,"Read Version A","MAIN","scar","Study2","U",3444,1608,"",0,"scar",0
128,"W10106164HPR",1,"Read Version A","MAIN","scar","Study2","U",1095,3698,"beggining",0,"scar",0
128,"w10022439_mlr",1,"Read Version A","MAIN","scar","Study2","U",863,962,"",0,"scar",0
128,"10097621LS",1,"Read Version A","MAIN","scar","Study2","U",382,3135,"less",25,"scar",0
128,"5d0a90bb7c5110001acaa336",1,"Read Version A","MAIN","scar","Study2","U",3640,3061,"scar",100,"scar",1
128,"w10067789_JT",1,"Read Version A","MAIN","scar","Study2","U",5835,2955,"",0,"scar",0
128,"w980000_lf",1,"Read Version A","MAIN","scar","Study2","U",3065,6375,"cut",28.571428571429,"scar",0
128,"w10076541_mim",1,"Read Version A","MAIN","scar","Study2","U",381,5195,"event",0,"scar",0
128,"w10030757JP",1,"Read Version A","MAIN","scar","Study2","U",1096,1263,"",0,"scar",0
129,"w980000_lf",1,"Read Version A","MASON","jar","Study2","S",2619,2691,"jar",100,"jar",1
129,"w10096966",1,"Read Version A","MASON","jar","Study2","S",1706,3942,"jar",100,"jar",1
129,"w10030757JP",1,"Read Version A","MASON","jar","Study2","S",658,1309,"jar",100,"jar",1
129,"10097621LS",1,"Read Version A","MASON","jar","Study2","S",146,3835,"dixon",0,"jar",0
129,"5d0a90bb7c5110001acaa336",1,"Read Version A","MASON","jar","Study2","S",1140,1832,"jar",100,"jar",1
129,"5f26ad14db44f940a40c86dd",1,"Read Version A","MASON","jar","Study2","S",8640,1934,"",0,"jar",0
129,"w10067789_JT",1,"Read Version A","MASON","jar","Study2","S",1787,2207,"jar",100,"jar",1
129,"W10106164HPR",1,"Read Version A","MASON","jar","Study2","S",1070,12884,"numbers",20,"jar",0
129,"w10022439_mlr",1,"Read Version A","MASON","jar","Study2","S",1238,1495,"jar",100,"jar",1
129,"w10076541_mim",1,"Read Version A","MASON","jar","Study2","S",348,22648,"jar",100,"jar",1
130,"10097621LS",1,"Read Version A","MAZE","election","Study2","U",351,3171,"corn",50,"election",0
130,"w10096966",1,"Read Version A","MAZE","election","Study2","U",1978,1728,"",0,"election",0
130,"w10076541_mim",1,"Read Version A","MAZE","election","Study2","U",610,7760,"election",100,"election",1
130,"5d0a90bb7c5110001acaa336",1,"Read Version A","MAZE","election","Study2","U",8457,3039,"election",100,"election",1
130,"5f26ad14db44f940a40c86dd",1,"Read Version A","MAZE","election","Study2","U",28960,1610,"",0,"election",0
130,"W10106164HPR",1,"Read Version A","MAZE","election","Study2","U",4359,13077,"corn",50,"election",0
130,"w980000_lf",1,"Read Version A","MAZE","election","Study2","U",5634,3161,"election",100,"election",1
130,"w10022439_mlr",1,"Read Version A","MAZE","election","Study2","U",795,872,"",0,"election",0
130,"w10030757JP",1,"Read Version A","MAZE","election","Study2","U",666,1350,"",0,"election",0
130,"w10067789_JT",1,"Read Version A","MAZE","election","Study2","U",5493,5969,"election",100,"election",1
131,"W10106164HPR",1,"Read Version A","MEAT","obtain","Study2","U",850,4172,"food",20,"obtain",0
131,"5f26ad14db44f940a40c86dd",1,"Read Version A","MEAT","obtain","Study2","U",1234,2182,"",0,"obtain",0
131,"w980000_lf",1,"Read Version A","MEAT","obtain","Study2","U",2988,2576,"obtain",100,"obtain",1
131,"10097621LS",1,"Read Version A","MEAT","obtain","Study2","U",253,7227,"vegatbles",13.333333333333,"obtain",0
131,"w10030757JP",1,"Read Version A","MEAT","obtain","Study2","U",1041,1549,"loaf",40,"obtain",0
131,"w10076541_mim",1,"Read Version A","MEAT","obtain","Study2","U",394,5285,"pace",20,"obtain",0
131,"w10096966",1,"Read Version A","MEAT","obtain","Study2","U",3919,7470,"optain",83.333333333333,"obtain",1
131,"5d0a90bb7c5110001acaa336",1,"Read Version A","MEAT","obtain","Study2","U",2817,7149,"steak",36.363636363636,"obtain",0
131,"w10067789_JT",1,"Read Version A","MEAT","obtain","Study2","U",2748,6260,"",0,"obtain",0
131,"w10022439_mlr",1,"Read Version A","MEAT","obtain","Study2","U",1143,1358,"",0,"obtain",0
132,"5f26ad14db44f940a40c86dd",1,"Read Version A","MIRROR","children","Study2","U",1831,5197,"children",100,"children",1
132,"w10030757JP",1,"Read Version A","MIRROR","children","Study2","U",995,1738,"child",76.923076923077,"children",0
132,"5d0a90bb7c5110001acaa336",1,"Read Version A","MIRROR","children","Study2","U",3355,3477,"children",100,"children",1
132,"w10022439_mlr",1,"Read Version A","MIRROR","children","Study2","U",1083,1093,"",0,"children",0
132,"w10076541_mim",1,"Read Version A","MIRROR","children","Study2","U",1188,10854,"reflect:",25,"children",0
132,"10097621LS",1,"Read Version A","MIRROR","children","Study2","U",406,3094,"wall",16.666666666667,"children",0
132,"W10106164HPR",1,"Read Version A","MIRROR","children","Study2","U",1162,3082,"child",76.923076923077,"children",0
132,"w10096966",1,"Read Version A","MIRROR","children","Study2","U",2477,8856,"children",100,"children",1
132,"w980000_lf",1,"Read Version A","MIRROR","children","Study2","U",3489,2575,"children",100,"children",1
132,"w10067789_JT",1,"Read Version A","MIRROR","children","Study2","U",3269,5779,"children",100,"children",1
133,"5f26ad14db44f940a40c86dd",1,"Read Version A","MOAT","clear","Study2","U",1625,1545,"",0,"clear",0
133,"10097621LS",1,"Read Version A","MOAT","clear","Study2","U",230,2368,"river",20,"clear",0
133,"w10022439_mlr",1,"Read Version A","MOAT","clear","Study2","U",825,1049,"",0,"clear",0
133,"w10030757JP",1,"Read Version A","MOAT","clear","Study2","U",551,847,"",0,"clear",0
133,"w10076541_mim",1,"Read Version A","MOAT","clear","Study2","U",387,6895,"surround",15.384615384615,"clear",0
133,"5d0a90bb7c5110001acaa336",1,"Read Version A","MOAT","clear","Study2","U",4151,2155,"clear",100,"clear",1
133,"W10106164HPR",1,"Read Version A","MOAT","clear","Study2","U",1280,3282,"clean",80,"clear",1
133,"w10067789_JT",1,"Read Version A","MOAT","clear","Study2","U",2173,1504,"",0,"clear",0
133,"w980000_lf",1,"Read Version A","MOAT","clear","Study2","U",3466,2303,"empty",20,"clear",0
133,"w10096966",1,"Read Version A","MOAT","clear","Study2","U",1227,1294,"",0,"clear",0
134,"5f26ad14db44f940a40c86dd",1,"Read Version A","MONEY","banker","Study2","B",9164,9013,"banker",100,"banker",1
134,"10097621LS",1,"Read Version A","MONEY","banker","Study2","B",165,5899,"cash",20,"banker",0
134,"w10030757JP",1,"Read Version A","MONEY","banker","Study2","B",1292,2246,"",0,"banker",0
134,"w10076541_mim",1,"Read Version A","MONEY","banker","Study2","B",390,4613,"keep",40,"banker",0
134,"W10106164HPR",1,"Read Version A","MONEY","banker","Study2","B",1128,2190,"work",20,"banker",0
134,"5d0a90bb7c5110001acaa336",1,"Read Version A","MONEY","banker","Study2","B",3752,2450,"banker",100,"banker",1
134,"w10067789_JT",1,"Read Version A","MONEY","banker","Study2","B",2220,1732,"",0,"banker",0
134,"w10096966",1,"Read Version A","MONEY","banker","Study2","B",1838,5449,"banker",100,"banker",1
134,"w10022439_mlr",1,"Read Version A","MONEY","banker","Study2","B",756,2540,"",0,"banker",0
134,"w980000_lf",1,"Read Version A","MONEY","banker","Study2","B",1812,2606,"have",40,"banker",0
135,"5f26ad14db44f940a40c86dd",1,"Read Version A","MULE","donkey","Study2","F",1531,2429,"",0,"donkey",0
135,"5d0a90bb7c5110001acaa336",1,"Read Version A","MULE","donkey","Study2","F",3406,1922,"donkey",100,"donkey",1
135,"w10030757JP",1,"Read Version A","MULE","donkey","Study2","F",1445,2881,"horse",36.363636363636,"donkey",0
135,"W10106164HPR",1,"Read Version A","MULE","donkey","Study2","F",2494,3024,"donkey",100,"donkey",1
135,"10097621LS",1,"Read Version A","MULE","donkey","Study2","F",215,2505,"horse",36.363636363636,"donkey",0
135,"w10022439_mlr",1,"Read Version A","MULE","donkey","Study2","F",875,3850,"donkey",100,"donkey",1
135,"w10076541_mim",1,"Read Version A","MULE","donkey","Study2","F",420,5964,"donkey",100,"donkey",1
135,"w980000_lf",1,"Read Version A","MULE","donkey","Study2","F",2980,4305,"donkey",100,"donkey",1
135,"w10067789_JT",1,"Read Version A","MULE","donkey","Study2","F",1357,3688,"donkey",100,"donkey",1
135,"w10096966",1,"Read Version A","MULE","donkey","Study2","F",1612,4475,"donkey",100,"donkey",1
136,"5d0a90bb7c5110001acaa336",1,"Read Version A","NAME","hate","Study2","U",2335,3093,"",0,"hate",0
136,"w10022439_mlr",1,"Read Version A","NAME","hate","Study2","U",786,1300,"",0,"hate",0
136,"5f26ad14db44f940a40c86dd",1,"Read Version A","NAME","hate","Study2","U",4985,2688,"",0,"hate",0
136,"w980000_lf",1,"Read Version A","NAME","hate","Study2","U",1683,9849,"person",20,"hate",0
136,"10097621LS",1,"Read Version A","NAME","hate","Study2","U",452,3959,"number",20,"hate",0
136,"w10067789_JT",1,"Read Version A","NAME","hate","Study2","U",1369,2405,"hate",100,"hate",1
136,"w10030757JP",1,"Read Version A","NAME","hate","Study2","U",2002,1052,"",0,"hate",0
136,"w10096966",1,"Read Version A","NAME","hate","Study2","U",1284,1380,"",0,"hate",0
136,"w10076541_mim",1,"Read Version A","NAME","hate","Study2","U",996,4757,"tag",28.571428571429,"hate",0
136,"W10106164HPR",1,"Read Version A","NAME","hate","Study2","U",857,4563,"body",0,"hate",0
137,"5d0a90bb7c5110001acaa336",1,"Read Version A","OWN","have","Study2","S",2577,2797,"have",100,"have",1
137,"5f26ad14db44f940a40c86dd",1,"Read Version A","OWN","have","Study2","S",2440,11593,"have",100,"have",1
137,"w10022439_mlr",1,"Read Version A","OWN","have","Study2","S",742,1036,"",0,"have",0
137,"w10030757JP",1,"Read Version A","OWN","have","Study2","S",888,4336,"seize",22.222222222222,"have",0
137,"w980000_lf",1,"Read Version A","OWN","have","Study2","S",3933,3416,"hold",25,"have",0
137,"w10067789_JT",1,"Read Version A","OWN","have","Study2","S",2089,2937,"have",100,"have",1
137,"w10076541_mim",1,"Read Version A","OWN","have","Study2","S",2024,12724,"place",44.444444444444,"have",0
137,"10097621LS",1,"Read Version A","OWN","have","Study2","S",169,3090,"bought",20,"have",0
137,"w10096966",1,"Read Version A","OWN","have","Study2","S",1610,9423,"belong",20,"have",0
137,"W10106164HPR",1,"Read Version A","OWN","have","Study2","S",938,3881,"take",50,"have",1
138,"5f26ad14db44f940a40c86dd",1,"Read Version A","PHONE","communication","Study2","S",9502,3095,"",0,"communication",0
138,"w10022439_mlr",1,"Read Version A","PHONE","communication","Study2","S",967,1698,"",0,"communication",0
138,"w10030757JP",1,"Read Version A","PHONE","communication","Study2","S",861,1823,"call",23.529411764706,"communication",0
138,"10097621LS",1,"Read Version A","PHONE","communication","Study2","S",180,1994,"number",10.526315789474,"communication",0
138,"5d0a90bb7c5110001acaa336",1,"Read Version A","PHONE","communication","Study2","S",2180,10570,"call",23.529411764706,"communication",0
138,"w10067789_JT",1,"Read Version A","PHONE","communication","Study2","S",2327,6137,"communication",100,"communication",1
138,"w10076541_mim",1,"Read Version A","PHONE","communication","Study2","S",665,19028,"call,",22.222222222222,"communication",0
138,"w980000_lf",1,"Read Version A","PHONE","communication","Study2","S",1802,4685,"communicate",83.333333333333,"communication",0
138,"w10096966",1,"Read Version A","PHONE","communication","Study2","S",1544,1454,"",0,"communication",0
138,"W10106164HPR",1,"Read Version A","PHONE","communication","Study2","S",2896,2287,"number",10.526315789474,"communication",0
139,"10097621LS",1,"Read Version A","PLANE","aircraft","Study2","B",436,1958,"ticket",14.285714285714,"aircraft",0
139,"w10030757JP",1,"Read Version A","PLANE","aircraft","Study2","B",6110,2440,"crash",46.153846153846,"aircraft",0
139,"w10076541_mim",1,"Read Version A","PLANE","aircraft","Study2","B",749,3432,"air",54.545454545455,"aircraft",0
139,"5d0a90bb7c5110001acaa336",1,"Read Version A","PLANE","aircraft","Study2","B",3592,6327,"aircraft",100,"aircraft",1
139,"5f26ad14db44f940a40c86dd",1,"Read Version A","PLANE","aircraft","Study2","B",1411,11077,"aircraft",100,"aircraft",1
139,"w10067789_JT",1,"Read Version A","PLANE","aircraft","Study2","B",1893,2978,"",0,"aircraft",0
139,"W10106164HPR",1,"Read Version A","PLANE","aircraft","Study2","B",1563,21256,"pilot",30.769230769231,"aircraft",0
139,"w980000_lf",1,"Read Version A","PLANE","aircraft","Study2","B",6023,3081,"aircraft",100,"aircraft",1
139,"w10022439_mlr",1,"Read Version A","PLANE","aircraft","Study2","B",869,2318,"",0,"aircraft",0
139,"w10096966",1,"Read Version A","PLANE","aircraft","Study2","B",1590,4692,"",0,"aircraft",0
140,"5f26ad14db44f940a40c86dd",1,"Read Version A","POP","balloon","Study2","B",6096,5705,"star",18.181818181818,"balloon",0
140,"w10076541_mim",1,"Read Version A","POP","balloon","Study2","B",2347,4436,"soda",18.181818181818,"balloon",0
