Username,Direction,Task,Score,,Average of Score,Column Labels,,,,,,,,,,,,
w10050959_cpc,F,JOL,60,,,,,,,,,,,,,,,
w10056204,F,JOL,50,,,,,,,,,,,,,,,
w10064189_cfnd,F,JOL,75,,,,,,,,,,,,,,,
w985827,F,JOL,55,,,,,,,,,,,,,,,
w997137,F,JOL,10,,,,,,,,,,,,,,,
611268,U,JOL,7,,,,,,,,,,,,,,,
994700,U,JOL,10,,,,,,,,,,,,,,,
w10001221,U,JOL,20,,,,,,,,,,,,,,,
w10015958brb,U,JOL,7,,,,,,,,,,,,,,,
w10050959_cpc,U,JOL,0,,,,,,,,,,,,,,,
w10056204,U,JOL,40,,,,,,,,,,,,,,,
w10064189_cfnd,U,JOL,5,,,,,,,,,,,,,,,
w985827,U,JOL,30,,,,,,,,,,,,,,,
w997137,U,JOL,0,,,,,,,,,,,,,,,
611268,U,JOL,2,,,,,,,,,,,,,,,
994700,U,JOL,10,,,,,,,,,,,,,,,
w10001221,U,JOL,0,,,,,,,,,,,,,,,
w10015958brb,U,JOL,8,,,,,,,,,,,,,,,
w10050959_cpc,U,JOL,25,,,,,,,,,,,,,,,
w10056204,U,JOL,30,,,,,,,,,,,,,,,
w10064189_cfnd,U,JOL,5,,,,,,,,,,,,,,,
w985827,U,JOL,45,,,,,,,,,,,,,,,
w997137,U,JOL,0,,,,,,,,,,,,,,,
611268,F,JOL,90,,,,,,,,,,,,,,,
994700,F,JOL,90,,,,,,,,,,,,,,,
w10001221,F,JOL,40,,,,,,,,,,,,,,,
w10015958brb,F,JOL,35,,,,,,,,,,,,,,,
w10050959_cpc,F,JOL,100,,,,,,,,,,,,,,,
w10056204,F,JOL,100,,,,,,,,,,,,,,,
w10064189_cfnd,F,JOL,65,,,,,,,,,,,,,,,
w985827,F,JOL,65,,,,,,,,,,,,,,,
w997137,F,JOL,20,,,,,,,,,,,,,,,
611268,S,JOL,45,,,,,,,,,,,,,,,
994700,S,JOL,70,,,,,,,,,,,,,,,
w10001221,S,JOL,29,,,,,,,,,,,,,,,
w10015958brb,S,JOL,10,,,,,,,,,,,,,,,
w10050959_cpc,S,JOL,100,,,,,,,,,,,,,,,
w10056204,S,JOL,50,,,,,,,,,,,,,,,
w10064189_cfnd,S,JOL,45,,,,,,,,,,,,,,,
w985827,S,JOL,60,,,,,,,,,,,,,,,
w997137,S,JOL,40,,,,,,,,,,,,,,,
611268,S,JOL,90,,,,,,,,,,,,,,,
994700,S,JOL,100,,,,,,,,,,,,,,,
w10001221,S,JOL,50,,,,,,,,,,,,,,,
w10015958brb,S,JOL,3,,,,,,,,,,,,,,,
w10050959_cpc,S,JOL,50,,,,,,,,,,,,,,,
w10056204,S,JOL,50,,,,,,,,,,,,,,,
w10064189_cfnd,S,JOL,60,,,,,,,,,,,,,,,
w985827,S,JOL,65,,,,,,,,,,,,,,,
w997137,S,JOL,90,,,,,,,,,,,,,,,
611268,F,JOL,70,,,,,,,,,,,,,,,
994700,F,JOL,90,,,,,,,,,,,,,,,
w10001221,F,JOL,50,,,,,,,,,,,,,,,
w10015958brb,F,JOL,25,,,,,,,,,,,,,,,
w10050959_cpc,F,JOL,100,,,,,,,,,,,,,,,
w10056204,F,JOL,100,,,,,,,,,,,,,,,
w10064189_cfnd,F,JOL,60,,,,,,,,,,,,,,,
w985827,F,JOL,55,,,,,,,,,,,,,,,
w997137,F,JOL,60,,,,,,,,,,,,,,,
611268,B,JOL,80,,,,,,,,,,,,,,,
994700,B,JOL,50,,,,,,,,,,,,,,,
w10001221,B,JOL,30,,,,,,,,,,,,,,,
w10015958brb,B,JOL,7,,,,,,,,,,,,,,,
w10050959_cpc,B,JOL,90,,,,,,,,,,,,,,,
w10056204,B,JOL,100,,,,,,,,,,,,,,,
w10064189_cfnd,B,JOL,45,,,,,,,,,,,,,,,
w985827,B,JOL,60,,,,,,,,,,,,,,,
w997137,B,JOL,50,,,,,,,,,,,,,,,
611268,B,JOL,70,,,,,,,,,,,,,,,
994700,B,JOL,60,,,,,,,,,,,,,,,
w10001221,B,JOL,15,,,,,,,,,,,,,,,
w10015958brb,B,JOL,12,,,,,,,,,,,,,,,
w10050959_cpc,B,JOL,100,,,,,,,,,,,,,,,
w10056204,B,JOL,100,,,,,,,,,,,,,,,
w10064189_cfnd,B,JOL,35,,,,,,,,,,,,,,,
w985827,B,JOL,50,,,,,,,,,,,,,,,
w997137,B,JOL,50,,,,,,,,,,,,,,,
611268,B,JOL,10,,,,,,,,,,,,,,,
994700,B,JOL,90,,,,,,,,,,,,,,,
w10001221,B,JOL,40,,,,,,,,,,,,,,,
w10015958brb,B,JOL,6,,,,,,,,,,,,,,,
w10050959_cpc,B,JOL,100,,,,,,,,,,,,,,,
w10056204,B,JOL,50,,,,,,,,,,,,,,,
w10064189_cfnd,B,JOL,25,,,,,,,,,,,,,,,
w985827,B,JOL,65,,,,,,,,,,,,,,,
w997137,B,JOL,10,,,,,,,,,,,,,,,
611268,S,JOL,100,,,,,,,,,,,,,,,
994700,S,JOL,90,,,,,,,,,,,,,,,
w10001221,S,JOL,90,,,,,,,,,,,,,,,
w10015958brb,S,JOL,36,,,,,,,,,,,,,,,
w10050959_cpc,S,JOL,100,,,,,,,,,,,,,,,
w10056204,S,JOL,100,,,,,,,,,,,,,,,
w10064189_cfnd,S,JOL,65,,,,,,,,,,,,,,,
w985827,S,JOL,70,,,,,,,,,,,,,,,
w997137,S,JOL,80,,,,,,,,,,,,,,,
611268,U,JOL,5,,,,,,,,,,,,,,,
994700,U,JOL,10,,,,,,,,,,,,,,,
w10001221,U,JOL,0,,,,,,,,,,,,,,,
w10015958brb,U,JOL,10,,,,,,,,,,,,,,,
w10050959_cpc,U,JOL,0,,,,,,,,,,,,,,,
w10056204,U,JOL,0,,,,,,,,,,,,,,,
w10064189_cfnd,U,JOL,5,,,,,,,,,,,,,,,
w985827,U,JOL,20,,,,,,,,,,,,,,,
w997137,U,JOL,0,,,,,,,,,,,,,,,
611268,U,JOL,10,,,,,,,,,,,,,,,
994700,U,JOL,0,,,,,,,,,,,,,,,
w10001221,U,JOL,0,,,,,,,,,,,,,,,
w10015958brb,U,JOL,10,,,,,,,,,,,,,,,
w10050959_cpc,U,JOL,50,,,,,,,,,,,,,,,
w10056204,U,JOL,0,,,,,,,,,,,,,,,
w10064189_cfnd,U,JOL,5,,,,,,,,,,,,,,,
w985827,U,JOL,20,,,,,,,,,,,,,,,
w997137,U,JOL,0,,,,,,,,,,,,,,,
611268,B,JOL,70,,,,,,,,,,,,,,,
994700,B,JOL,30,,,,,,,,,,,,,,,
w10001221,B,JOL,20,,,,,,,,,,,,,,,
w10015958brb,B,JOL,85,,,,,,,,,,,,,,,
w10050959_cpc,B,JOL,100,,,,,,,,,,,,,,,
w10056204,B,JOL,100,,,,,,,,,,,,,,,
w10064189_cfnd,B,JOL,25,,,,,,,,,,,,,,,
w985827,B,JOL,85,,,,,,,,,,,,,,,
w997137,B,JOL,0,,,,,,,,,,,,,,,
611268,F,JOL,90,,,,,,,,,,,,,,,
994700,F,JOL,50,,,,,,,,,,,,,,,
w10001221,F,JOL,40,,,,,,,,,,,,,,,
w10015958brb,F,JOL,45,,,,,,,,,,,,,,,
w10050959_cpc,F,JOL,50,,,,,,,,,,,,,,,
w10056204,F,JOL,50,,,,,,,,,,,,,,,
w10064189_cfnd,F,JOL,35,,,,,,,,,,,,,,,
w985827,F,JOL,95,,,,,,,,,,,,,,,
w997137,F,JOL,40,,,,,,,,,,,,,,,
611268,S,JOL,99,,,,,,,,,,,,,,,
994700,S,JOL,80,,,,,,,,,,,,,,,
w10001221,S,JOL,40,,,,,,,,,,,,,,,
w10015958brb,S,JOL,7,,,,,,,,,,,,,,,
w10050959_cpc,S,JOL,100,,,,,,,,,,,,,,,
w10056204,S,JOL,96,,,,,,,,,,,,,,,
w10064189_cfnd,S,JOL,60,,,,,,,,,,,,,,,
w985827,S,JOL,35,,,,,,,,,,,,,,,
w997137,S,JOL,30,,,,,,,,,,,,,,,
611268,B,JOL,80,,,,,,,,,,,,,,,
994700,B,JOL,90,,,,,,,,,,,,,,,
w10001221,B,JOL,30,,,,,,,,,,,,,,,
w10015958brb,B,JOL,36,,,,,,,,,,,,,,,
w10050959_cpc,B,JOL,40,,,,,,,,,,,,,,,
w10056204,B,JOL,100,,,,,,,,,,,,,,,
w10064189_cfnd,B,JOL,60,,,,,,,,,,,,,,,
w985827,B,JOL,85,,,,,,,,,,,,,,,
w997137,B,JOL,75,,,,,,,,,,,,,,,
611268,S,JOL,70,,,,,,,,,,,,,,,
994700,S,JOL,100,,,,,,,,,,,,,,,
w10001221,S,JOL,60,,,,,,,,,,,,,,,
w10015958brb,S,JOL,0,,,,,,,,,,,,,,,
w10050959_cpc,S,JOL,0,,,,,,,,,,,,,,,
w10056204,S,JOL,100,,,,,,,,,,,,,,,
w10064189_cfnd,S,JOL,65,,,,,,,,,,,,,,,
w985827,S,JOL,40,,,,,,,,,,,,,,,
w997137,S,JOL,50,,,,,,,,,,,,,,,
611268,U,JOL,10,,,,,,,,,,,,,,,
994700,U,JOL,10,,,,,,,,,,,,,,,
w10001221,U,JOL,0,,,,,,,,,,,,,,,
w10015958brb,U,JOL,3,,,,,,,,,,,,,,,
w10050959_cpc,U,JOL,0,,,,,,,,,,,,,,,
w10056204,U,JOL,2,,,,,,,,,,,,,,,
w10064189_cfnd,U,JOL,5,,,,,,,,,,,,,,,
w985827,U,JOL,65,,,,,,,,,,,,,,,
w997137,U,JOL,0,,,,,,,,,,,,,,,
611268,F,JOL,90,,,,,,,,,,,,,,,
994700,F,JOL,90,,,,,,,,,,,,,,,
w10001221,F,JOL,50,,,,,,,,,,,,,,,
w10015958brb,F,JOL,25,,,,,,,,,,,,,,,
w10050959_cpc,F,JOL,100,,,,,,,,,,,,,,,
w10056204,F,JOL,30,,,,,,,,,,,,,,,
w10064189_cfnd,F,JOL,60,,,,,,,,,,,,,,,
w985827,F,JOL,65,,,,,,,,,,,,,,,
w997137,F,JOL,30,,,,,,,,,,,,,,,
611268,U,JOL,8,,,,,,,,,,,,,,,
994700,U,JOL,5,,,,,,,,,,,,,,,
w10001221,U,JOL,0,,,,,,,,,,,,,,,
w10015958brb,U,JOL,15,,,,,,,,,,,,,,,
w10050959_cpc,U,JOL,0,,,,,,,,,,,,,,,
w10056204,U,JOL,30,,,,,,,,,,,,,,,
w10064189_cfnd,U,JOL,5,,,,,,,,,,,,,,,
w985827,U,JOL,20,,,,,,,,,,,,,,,
w997137,U,JOL,10,,,,,,,,,,,,,,,
996485,U,JOL,0,,,,,,,,,,,,,,,
w10009222,U,JOL,1,,,,,,,,,,,,,,,
w10012887_cch,U,JOL,9,,,,,,,,,,,,,,,
w10020327AD,U,JOL,0,,,,,,,,,,,,,,,
w10058392_JA,U,JOL,0,,,,,,,,,,,,,,,
w945925,U,JOL,0,,,,,,,,,,,,,,,
w961986_ARR,U,JOL,5,,,,,,,,,,,,,,,
w966692,U,JOL,0,,,,,,,,,,,,,,,
w993605,U,JOL,30,,,,,,,,,,,,,,,
w999292,U,JOL,40,,,,,,,,,,,,,,,
996485,U,JOL,0,,,,,,,,,,,,,,,
w10009222,U,JOL,12,,,,,,,,,,,,,,,
w10012887_cch,U,JOL,24,,,,,,,,,,,,,,,
w10020327AD,U,JOL,0,,,,,,,,,,,,,,,
w10058392_JA,U,JOL,18,,,,,,,,,,,,,,,
w945925,U,JOL,0,,,,,,,,,,,,,,,
w961986_ARR,U,JOL,30,,,,,,,,,,,,,,,
w966692,U,JOL,0,,,,,,,,,,,,,,,
w993605,U,JOL,1,,,,,,,,,,,,,,,
w999292,U,JOL,50,,,,,,,,,,,,,,,
996485,S,JOL,25,,,,,,,,,,,,,,,
w10009222,S,JOL,54,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,79,,,,,,,,,,,,,,,
w10020327AD,S,JOL,80,,,,,,,,,,,,,,,
w10058392_JA,S,JOL,38,,,,,,,,,,,,,,,
w945925,S,JOL,20,,,,,,,,,,,,,,,
w961986_ARR,S,JOL,90,,,,,,,,,,,,,,,
w966692,S,JOL,100,,,,,,,,,,,,,,,
w993605,S,JOL,30,,,,,,,,,,,,,,,
w999292,S,JOL,50,,,,,,,,,,,,,,,
996485,S,JOL,50,,,,,,,,,,,,,,,
w10009222,S,JOL,77,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,67,,,,,,,,,,,,,,,
w10020327AD,S,JOL,60,,,,,,,,,,,,,,,
w10058392_JA,S,JOL,29,,,,,,,,,,,,,,,
w945925,S,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,S,JOL,90,,,,,,,,,,,,,,,
w966692,S,JOL,100,,,,,,,,,,,,,,,
w993605,S,JOL,80,,,,,,,,,,,,,,,
w999292,S,JOL,50,,,,,,,,,,,,,,,
996485,F,JOL,35,,,,,,,,,,,,,,,
w10009222,F,JOL,34,,,,,,,,,,,,,,,
w10012887_cch,F,JOL,47,,,,,,,,,,,,,,,
w10020327AD,F,JOL,70,,,,,,,,,,,,,,,
w10058392_JA,F,JOL,87,,,,,,,,,,,,,,,
w945925,F,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,F,JOL,90,,,,,,,,,,,,,,,
w966692,F,JOL,50,,,,,,,,,,,,,,,
w993605,F,JOL,70,,,,,,,,,,,,,,,
w999292,F,JOL,60,,,,,,,,,,,,,,,
996485,F,JOL,65,,,,,,,,,,,,,,,
w10009222,F,JOL,99,,,,,,,,,,,,,,,
w10012887_cch,F,JOL,99,,,,,,,,,,,,,,,
w10020327AD,F,JOL,90,,,,,,,,,,,,,,,
w10058392_JA,F,JOL,8,,,,,,,,,,,,,,,
w945925,F,JOL,90,,,,,,,,,,,,,,,
w961986_ARR,F,JOL,100,,,,,,,,,,,,,,,
w966692,F,JOL,100,,,,,,,,,,,,,,,
w993605,F,JOL,90,,,,,,,,,,,,,,,
w999292,F,JOL,30,,,,,,,,,,,,,,,
996485,B,JOL,50,,,,,,,,,,,,,,,
w10009222,B,JOL,4,,,,,,,,,,,,,,,
w10012887_cch,B,JOL,6,,,,,,,,,,,,,,,
w10020327AD,B,JOL,10,,,,,,,,,,,,,,,
w10058392_JA,B,JOL,39,,,,,,,,,,,,,,,
w945925,B,JOL,0,,,,,,,,,,,,,,,
w961986_ARR,B,JOL,20,,,,,,,,,,,,,,,
w966692,B,JOL,0,,,,,,,,,,,,,,,
w993605,B,JOL,60,,,,,,,,,,,,,,,
w999292,B,JOL,60,,,,,,,,,,,,,,,
996485,S,JOL,50,,,,,,,,,,,,,,,
w10009222,S,JOL,88,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,56,,,,,,,,,,,,,,,
w10020327AD,S,JOL,90,,,,,,,,,,,,,,,
w10058392_JA,S,JOL,39,,,,,,,,,,,,,,,
w945925,S,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,S,JOL,90,,,,,,,,,,,,,,,
w966692,S,JOL,100,,,,,,,,,,,,,,,
w993605,S,JOL,90,,,,,,,,,,,,,,,
w999292,S,JOL,50,,,,,,,,,,,,,,,
996485,S,JOL,55,,,,,,,,,,,,,,,
w10009222,S,JOL,58,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,42,,,,,,,,,,,,,,,
w10020327AD,S,JOL,80,,,,,,,,,,,,,,,
w10058392_JA,S,JOL,39,,,,,,,,,,,,,,,
w945925,S,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,S,JOL,95,,,,,,,,,,,,,,,
w966692,S,JOL,100,,,,,,,,,,,,,,,
w993605,S,JOL,80,,,,,,,,,,,,,,,
w999292,S,JOL,30,,,,,,,,,,,,,,,
996485,U,JOL,0,,,,,,,,,,,,,,,
w10009222,U,JOL,1,,,,,,,,,,,,,,,
w10012887_cch,U,JOL,57,,,,,,,,,,,,,,,
w10020327AD,U,JOL,0,,,,,,,,,,,,,,,
w10058392_JA,U,JOL,29,,,,,,,,,,,,,,,
w945925,U,JOL,0,,,,,,,,,,,,,,,
w961986_ARR,U,JOL,5,,,,,,,,,,,,,,,
w966692,U,JOL,100,,,,,,,,,,,,,,,
w993605,U,JOL,20,,,,,,,,,,,,,,,
w999292,U,JOL,40,,,,,,,,,,,,,,,
996485,B,JOL,30,,,,,,,,,,,,,,,
w10009222,B,JOL,19,,,,,,,,,,,,,,,
w10012887_cch,B,JOL,90,,,,,,,,,,,,,,,
w10020327AD,B,JOL,80,,,,,,,,,,,,,,,
w10058392_JA,B,JOL,19,,,,,,,,,,,,,,,
w945925,B,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,B,JOL,60,,,,,,,,,,,,,,,
w966692,B,JOL,100,,,,,,,,,,,,,,,
w993605,B,JOL,40,,,,,,,,,,,,,,,
w999292,B,JOL,60,,,,,,,,,,,,,,,
996485,F,JOL,30,,,,,,,,,,,,,,,
w10009222,F,JOL,61,,,,,,,,,,,,,,,
w10012887_cch,F,JOL,80,,,,,,,,,,,,,,,
w10020327AD,F,JOL,60,,,,,,,,,,,,,,,
w10058392_JA,F,JOL,89,,,,,,,,,,,,,,,
w945925,F,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,F,JOL,90,,,,,,,,,,,,,,,
w966692,F,JOL,100,,,,,,,,,,,,,,,
w993605,F,JOL,80,,,,,,,,,,,,,,,
w999292,F,JOL,40,,,,,,,,,,,,,,,
996485,U,JOL,0,,,,,,,,,,,,,,,
w10009222,U,JOL,3,,,,,,,,,,,,,,,
w10012887_cch,U,JOL,0,,,,,,,,,,,,,,,
w10020327AD,U,JOL,0,,,,,,,,,,,,,,,
w10058392_JA,U,JOL,29,,,,,,,,,,,,,,,
w945925,U,JOL,0,,,,,,,,,,,,,,,
w961986_ARR,U,JOL,0,,,,,,,,,,,,,,,
w966692,U,JOL,0,,,,,,,,,,,,,,,
w993605,U,JOL,20,,,,,,,,,,,,,,,
w999292,U,JOL,30,,,,,,,,,,,,,,,
996485,U,JOL,35,,,,,,,,,,,,,,,
w10009222,U,JOL,18,,,,,,,,,,,,,,,
w10012887_cch,U,JOL,6,,,,,,,,,,,,,,,
w10020327AD,U,JOL,0,,,,,,,,,,,,,,,
w10058392_JA,U,JOL,58,,,,,,,,,,,,,,,
w945925,U,JOL,0,,,,,,,,,,,,,,,
w961986_ARR,U,JOL,10,,,,,,,,,,,,,,,
w966692,U,JOL,0,,,,,,,,,,,,,,,
w993605,U,JOL,1,,,,,,,,,,,,,,,
w999292,U,JOL,60,,,,,,,,,,,,,,,
996485,U,JOL,5,,,,,,,,,,,,,,,
w10009222,U,JOL,15,,,,,,,,,,,,,,,
w10012887_cch,U,JOL,8,,,,,,,,,,,,,,,
w10020327AD,U,JOL,0,,,,,,,,,,,,,,,
w10058392_JA,U,JOL,78,,,,,,,,,,,,,,,
w945925,U,JOL,50,,,,,,,,,,,,,,,
w961986_ARR,U,JOL,10,,,,,,,,,,,,,,,
w966692,U,JOL,100,,,,,,,,,,,,,,,
w993605,U,JOL,10,,,,,,,,,,,,,,,
w999292,U,JOL,50,,,,,,,,,,,,,,,
996485,B,JOL,65,,,,,,,,,,,,,,,
w10009222,B,JOL,56,,,,,,,,,,,,,,,
w10012887_cch,B,JOL,89,,,,,,,,,,,,,,,
w10020327AD,B,JOL,80,,,,,,,,,,,,,,,
w10058392_JA,B,JOL,32,,,,,,,,,,,,,,,
w945925,B,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,B,JOL,80,,,,,,,,,,,,,,,
w966692,B,JOL,100,,,,,,,,,,,,,,,
w993605,B,JOL,70,,,,,,,,,,,,,,,
w999292,B,JOL,30,,,,,,,,,,,,,,,
996485,F,JOL,55,,,,,,,,,,,,,,,
w10009222,F,JOL,54,,,,,,,,,,,,,,,
w10012887_cch,F,JOL,80,,,,,,,,,,,,,,,
w10020327AD,F,JOL,70,,,,,,,,,,,,,,,
w10058392_JA,F,JOL,29,,,,,,,,,,,,,,,
w945925,F,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,F,JOL,60,,,,,,,,,,,,,,,
w966692,F,JOL,0,,,,,,,,,,,,,,,
w993605,F,JOL,80,,,,,,,,,,,,,,,
w999292,F,JOL,30,,,,,,,,,,,,,,,
996485,S,JOL,60,,,,,,,,,,,,,,,
w10009222,S,JOL,23,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,5,,,,,,,,,,,,,,,
w10020327AD,S,JOL,40,,,,,,,,,,,,,,,
w10058392_JA,S,JOL,28,,,,,,,,,,,,,,,
w945925,S,JOL,20,,,,,,,,,,,,,,,
w961986_ARR,S,JOL,90,,,,,,,,,,,,,,,
w966692,S,JOL,50,,,,,,,,,,,,,,,
w993605,S,JOL,60,,,,,,,,,,,,,,,
w999292,S,JOL,60,,,,,,,,,,,,,,,
996485,S,JOL,45,,,,,,,,,,,,,,,
w10009222,S,JOL,99,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,99,,,,,,,,,,,,,,,
w10020327AD,S,JOL,70,,,,,,,,,,,,,,,
w10058392_JA,S,JOL,54,,,,,,,,,,,,,,,
w945925,S,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,S,JOL,90,,,,,,,,,,,,,,,
w966692,S,JOL,100,,,,,,,,,,,,,,,
w993605,S,JOL,70,,,,,,,,,,,,,,,
w999292,S,JOL,30,,,,,,,,,,,,,,,
996485,F,JOL,40,,,,,,,,,,,,,,,
w10009222,F,JOL,58,,,,,,,,,,,,,,,
w10012887_cch,F,JOL,79,,,,,,,,,,,,,,,
w10020327AD,F,JOL,60,,,,,,,,,,,,,,,
w10058392_JA,F,JOL,6,,,,,,,,,,,,,,,
w945925,F,JOL,20,,,,,,,,,,,,,,,
w961986_ARR,F,JOL,50,,,,,,,,,,,,,,,
w966692,F,JOL,20,,,,,,,,,,,,,,,
w993605,F,JOL,70,,,,,,,,,,,,,,,
w999292,F,JOL,60,,,,,,,,,,,,,,,
996485,F,JOL,40,,,,,,,,,,,,,,,
w10009222,F,JOL,23,,,,,,,,,,,,,,,
w10012887_cch,F,JOL,76,,,,,,,,,,,,,,,
w10020327AD,F,JOL,50,,,,,,,,,,,,,,,
w10058392_JA,F,JOL,29,,,,,,,,,,,,,,,
w945925,F,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,F,JOL,60,,,,,,,,,,,,,,,
w966692,F,JOL,0,,,,,,,,,,,,,,,
w993605,F,JOL,70,,,,,,,,,,,,,,,
w999292,F,JOL,40,,,,,,,,,,,,,,,
996485,B,JOL,30,,,,,,,,,,,,,,,
w10009222,B,JOL,22,,,,,,,,,,,,,,,
w10012887_cch,B,JOL,9,,,,,,,,,,,,,,,
w10020327AD,B,JOL,70,,,,,,,,,,,,,,,
w10058392_JA,B,JOL,37,,,,,,,,,,,,,,,
w945925,B,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,B,JOL,50,,,,,,,,,,,,,,,
w966692,B,JOL,100,,,,,,,,,,,,,,,
w993605,B,JOL,70,,,,,,,,,,,,,,,
w999292,B,JOL,50,,,,,,,,,,,,,,,
996485,U,JOL,5,,,,,,,,,,,,,,,
w10009222,U,JOL,1,,,,,,,,,,,,,,,
w10012887_cch,U,JOL,99,,,,,,,,,,,,,,,
w10020327AD,U,JOL,0,,,,,,,,,,,,,,,
w10058392_JA,U,JOL,28,,,,,,,,,,,,,,,
w945925,U,JOL,0,,,,,,,,,,,,,,,
w961986_ARR,U,JOL,0,,,,,,,,,,,,,,,
w966692,U,JOL,0,,,,,,,,,,,,,,,
w993605,U,JOL,10,,,,,,,,,,,,,,,
w999292,U,JOL,20,,,,,,,,,,,,,,,
996485,B,JOL,25,,,,,,,,,,,,,,,
w10009222,B,JOL,12,,,,,,,,,,,,,,,
w10012887_cch,B,JOL,4,,,,,,,,,,,,,,,
w10020327AD,B,JOL,40,,,,,,,,,,,,,,,
w10058392_JA,B,JOL,38,,,,,,,,,,,,,,,
w945925,B,JOL,20,,,,,,,,,,,,,,,
w961986_ARR,B,JOL,60,,,,,,,,,,,,,,,
w966692,B,JOL,0,,,,,,,,,,,,,,,
w993605,B,JOL,40,,,,,,,,,,,,,,,
w999292,B,JOL,50,,,,,,,,,,,,,,,
996485,B,JOL,50,,,,,,,,,,,,,,,
w10009222,B,JOL,36,,,,,,,,,,,,,,,
w10012887_cch,B,JOL,80,,,,,,,,,,,,,,,
w10020327AD,B,JOL,90,,,,,,,,,,,,,,,
w10058392_JA,B,JOL,100,,,,,,,,,,,,,,,
w945925,B,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,B,JOL,80,,,,,,,,,,,,,,,
w966692,B,JOL,0,,,,,,,,,,,,,,,
w993605,B,JOL,80,,,,,,,,,,,,,,,
w999292,B,JOL,40,,,,,,,,,,,,,,,
996485,S,JOL,30,,,,,,,,,,,,,,,
w10009222,S,JOL,66,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,43,,,,,,,,,,,,,,,
w10020327AD,S,JOL,60,,,,,,,,,,,,,,,
w10058392_JA,S,JOL,18,,,,,,,,,,,,,,,
w945925,S,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,S,JOL,90,,,,,,,,,,,,,,,
w966692,S,JOL,100,,,,,,,,,,,,,,,
w993605,S,JOL,80,,,,,,,,,,,,,,,
w999292,S,JOL,20,,,,,,,,,,,,,,,
996485,S,JOL,20,,,,,,,,,,,,,,,
w10009222,S,JOL,42,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,3,,,,,,,,,,,,,,,
w10020327AD,S,JOL,60,,,,,,,,,,,,,,,
w10058392_JA,S,JOL,30,,,,,,,,,,,,,,,
w945925,S,JOL,50,,,,,,,,,,,,,,,
w961986_ARR,S,JOL,40,,,,,,,,,,,,,,,
w966692,S,JOL,20,,,,,,,,,,,,,,,
w993605,S,JOL,40,,,,,,,,,,,,,,,
w999292,S,JOL,50,,,,,,,,,,,,,,,
996485,F,JOL,35,,,,,,,,,,,,,,,
w10009222,F,JOL,56,,,,,,,,,,,,,,,
w10012887_cch,F,JOL,90,,,,,,,,,,,,,,,
w10020327AD,F,JOL,60,,,,,,,,,,,,,,,
w10058392_JA,F,JOL,86,,,,,,,,,,,,,,,
w945925,F,JOL,80,,,,,,,,,,,,,,,
w961986_ARR,F,JOL,99,,,,,,,,,,,,,,,
w966692,F,JOL,50,,,,,,,,,,,,,,,
w993605,F,JOL,20,,,,,,,,,,,,,,,
w999292,F,JOL,60,,,,,,,,,,,,,,,
996485,B,JOL,40,,,,,,,,,,,,,,,
w10009222,B,JOL,52,,,,,,,,,,,,,,,
w10012887_cch,B,JOL,89,,,,,,,,,,,,,,,
w10020327AD,B,JOL,70,,,,,,,,,,,,,,,
w10058392_JA,B,JOL,76,,,,,,,,,,,,,,,
w945925,B,JOL,80,,,,,,,,,,,,,,,
w961986_ARR,B,JOL,80,,,,,,,,,,,,,,,
w966692,B,JOL,100,,,,,,,,,,,,,,,
w993605,B,JOL,80,,,,,,,,,,,,,,,
w999292,B,JOL,50,,,,,,,,,,,,,,,
996485,F,JOL,30,,,,,,,,,,,,,,,
w10009222,F,JOL,56,,,,,,,,,,,,,,,
w10012887_cch,F,JOL,79,,,,,,,,,,,,,,,
w10020327AD,F,JOL,60,,,,,,,,,,,,,,,
w10058392_JA,F,JOL,50,,,,,,,,,,,,,,,
w945925,F,JOL,100,,,,,,,,,,,,,,,
w961986_ARR,F,JOL,90,,,,,,,,,,,,,,,
w966692,F,JOL,0,,,,,,,,,,,,,,,
w993605,F,JOL,60,,,,,,,,,,,,,,,
w999292,F,JOL,40,,,,,,,,,,,,,,,
996485,S,JOL,60,,,,,,,,,,,,,,,
w10009222,S,JOL,64,,,,,,,,,,,,,,,
w10012887_cch,S,JOL,100,,,,,,,,,,,,,,,
w10020327AD,S,JOL,50,,,,,,,,,,,,,,,
